train_size0,train_size1,train_size2,test_size0,test_size1,test_size2,train_imb0,train_imb1,train_imb2,test_imb0,test_imb1,test_imb2
559,541,554,268,286,273,0.13059034,0.138632163,0.119133574,0.126865672,0.111888112,0.15018315
560,543,553,268,285,275,0.035714286,0.033149171,0.036166365,0.03358209,0.038596491,0.032727273
497,471,482,228,254,243,0.142857143,0.197452229,0.219917012,0.280701754,0.165354331,0.119341564
490,476,486,236,250,240,0.095918367,0.067226891,0.104938272,0.076271186,0.132,0.058333333
518,496,504,241,263,255,0.353281853,0.387096774,0.410714286,0.44813278,0.376425856,0.329411765
552,539,549,268,281,271,0.041666667,0.051948052,0.038251366,0.048507463,0.028469751,0.055350554
563,542,557,268,289,274,0.005328597,0.009225092,0.007181329,0.01119403,0.003460208,0.00729927
497,482,489,237,252,245,0.424547284,0.435684647,0.419222904,0.430379747,0.408730159,0.440816327
406,405,407,203,204,202,0.435960591,0.511111111,0.530712531,0.60591133,0.455882353,0.415841584
568,549,557,269,288,280,0.070422535,0.0856102,0.073608618,0.089219331,0.059027778,0.082142857
498,483,495,240,255,243,0.463855422,0.482401656,0.456565657,0.475,0.439215686,0.489711934
567,551,558,271,287,280,0.005291005,0.003629764,0.005376344,0.003690037,0.006968641,0.003571429
563,542,553,266,287,276,0.010657194,0.003690037,0.01084991,0.003759398,0.017421603,0.003623188
567,545,554,266,288,279,0.017636684,0.00733945,0.018050542,0.007518797,0.027777778,0.007168459
565,547,556,269,287,278,0.008849558,0.009140768,0.003597122,0.003717472,0.003484321,0.014388489
520,472,458,205,253,267,0.428846154,0.495762712,0.478165939,0.56097561,0.411067194,0.445692884
382,396,392,203,189,193,0.685863874,0.724747475,0.732142857,0.768472906,0.693121693,0.678756477
558,541,551,267,284,274,0.039426523,0.051756007,0.029038113,0.041198502,0.017605634,0.062043796
492,443,473,212,261,231,0.829268293,0.873589165,0.843551797,0.891509434,0.804597701,0.857142857
560,546,550,268,282,278,0.067857143,0.06959707,0.047272727,0.048507463,0.046099291,0.089928058
551,531,542,261,281,270,0.025408348,0.026365348,0.033210332,0.034482759,0.03202847,0.018518519
451,444,437,215,222,229,0.529933481,0.581081081,0.578947368,0.63255814,0.527027027,0.532751092
500,486,498,242,256,244,0.238,0.201646091,0.226907631,0.190082645,0.26171875,0.213114754
533,539,510,258,252,281,0.969981238,0.966604824,0.964705882,0.96124031,0.968253968,0.971530249
465,460,465,230,235,230,0.090322581,0.093478261,0.12688172,0.130434783,0.123404255,0.056521739
561,545,556,270,286,275,0.037433155,0.018348624,0.026978417,0.007407407,0.045454545,0.029090909
455,450,483,239,244,211,0.338461538,0.368888889,0.351966874,0.380753138,0.323770492,0.355450237
537,508,475,223,252,285,0.238361266,0.261811024,0.275789474,0.304932735,0.25,0.228070175
555,540,549,267,282,273,0.073873874,0.07037037,0.067395264,0.063670412,0.070921986,0.076923077
529,494,469,217,252,277,0.304347826,0.380566802,0.360341151,0.451612903,0.281746032,0.324909747
521,513,498,245,253,268,0.239923225,0.325536062,0.333333333,0.424489796,0.245059289,0.235074627
516,495,507,243,264,252,0.162790698,0.131313131,0.175542406,0.144032922,0.204545455,0.119047619
526,486,542,251,291,235,0.47148289,0.487654321,0.503690037,0.521912351,0.487972509,0.45106383
552,532,548,264,284,268,0.072463768,0.071428571,0.065693431,0.064393939,0.066901408,0.078358209
562,557,511,253,258,304,0.231316726,0.31059246,0.30332681,0.391304348,0.217054264,0.243421053
709,673,670,317,353,356,0.430183357,0.509658247,0.513432836,0.602523659,0.433427762,0.426966292
568,551,559,271,288,280,0.007042254,0.007259528,0.003577818,0.003690037,0.003472222,0.010714286
542,527,549,267,282,260,0.398523985,0.426944972,0.4571949,0.486891386,0.429078014,0.365384615
649,605,622,289,333,316,0.394453005,0.456198347,0.511254019,0.584775087,0.447447447,0.338607595
435,448,449,231,218,217,0.151724138,0.265625,0.251670379,0.359307359,0.137614679,0.165898618
564,547,555,269,286,278,0.008865248,0.007312614,0.005405405,0.003717472,0.006993007,0.010791367
565,547,558,270,288,277,0.086725664,0.074954296,0.068100358,0.055555556,0.079861111,0.093862816
525,508,501,242,259,266,0.413333333,0.464566929,0.473053892,0.52892562,0.420849421,0.406015038
564,521,513,235,278,286,0.143617021,0.153550864,0.130604288,0.140425532,0.122302158,0.164335664
530,519,497,243,254,276,0.324528302,0.447013487,0.45472837,0.588477366,0.326771654,0.322463768
552,533,545,263,282,270,0.018115942,0.022514071,0.025688073,0.030418251,0.021276596,0.014814815
568,550,560,271,289,279,0.11443662,0.12,0.101785714,0.10701107,0.096885813,0.132616487
563,539,554,265,289,274,0.014209591,0.012987013,0.009025271,0.00754717,0.010380623,0.018248175
568,549,559,270,289,279,0.014084507,0.009107468,0.008944544,0.003703704,0.01384083,0.014336918
477,457,474,227,247,230,0.903563941,0.921225383,0.902953586,0.920704846,0.886639676,0.92173913
562,545,555,269,286,276,0.03202847,0.023853211,0.012612613,0.003717472,0.020979021,0.043478261
566,551,557,271,286,280,0.107773852,0.105263158,0.095152603,0.092250923,0.097902098,0.117857143
567,547,556,268,288,279,0.065255732,0.073126143,0.06294964,0.070895522,0.055555556,0.075268817
568,549,557,269,288,280,0.042253521,0.067395264,0.037701975,0.063197026,0.013888889,0.071428571
567,548,557,269,288,279,0.0335097,0.02189781,0.034111311,0.022304833,0.045138889,0.021505376
521,500,513,246,267,254,0.165067179,0.148,0.191033138,0.174796748,0.205992509,0.122047244
569,551,560,271,289,280,0.017574692,0.014519056,0.010714286,0.007380074,0.01384083,0.021428571
564,545,555,268,287,277,0.117021277,0.128440367,0.093693694,0.104477612,0.083623693,0.151624549
565,547,558,270,288,277,0.012389381,0.012797075,0.003584229,0.003703704,0.003472222,0.02166065
510,482,494,233,261,249,0.135294118,0.143153527,0.129554656,0.137339056,0.122605364,0.148594378
498,484,494,240,254,244,0.058232932,0.053719008,0.058704453,0.054166667,0.062992126,0.053278689
565,546,557,269,288,277,0.031858407,0.021978022,0.028725314,0.018587361,0.038194444,0.025270758
567,550,557,270,287,280,0.017636684,0.025454545,0.017953321,0.025925926,0.010452962,0.025
616,588,580,276,304,312,0.480519481,0.50170068,0.539655172,0.565217391,0.516447368,0.445512821
567,550,559,271,288,279,0.100529101,0.101818182,0.073345259,0.073800738,0.072916667,0.129032258
559,542,555,269,286,273,0.010733453,0.011070111,0.018018018,0.018587361,0.017482517,0.003663004
553,536,549,266,283,270,0.072332731,0.074626866,0.069216758,0.071428571,0.067137809,0.077777778
640,605,607,286,321,319,0.3515625,0.348760331,0.398682043,0.398601399,0.398753894,0.304075235
499,489,492,241,251,248,0.304609218,0.298568507,0.337398374,0.331950207,0.342629482,0.266129032
567,548,559,270,289,278,0.010582011,0.020072993,0.012522361,0.022222222,0.003460208,0.017985612
492,443,473,212,261,231,0.743902439,0.799097065,0.761099366,0.820754717,0.712643678,0.779220779
675,657,644,313,331,344,0.721481481,0.736681887,0.76242236,0.779552716,0.746223565,0.697674419
565,549,554,269,285,280,0.044247788,0.038251366,0.032490975,0.026022305,0.038596491,0.05
626,623,631,314,317,309,0.378594249,0.364365971,0.383518225,0.369426752,0.397476341,0.359223301
697,644,631,289,342,355,0.308464849,0.378881988,0.388272583,0.474048443,0.315789474,0.301408451
559,537,576,277,299,260,0.457960644,0.506517691,0.552083333,0.602888087,0.505016722,0.403846154
644,599,593,274,319,325,0.222049689,0.303839733,0.28836425,0.383211679,0.206896552,0.236923077
637,597,586,273,313,324,0.177394035,0.256281407,0.262798635,0.355311355,0.182108626,0.172839506
567,550,559,271,288,279,0.029982363,0.027272727,0.02862254,0.025830258,0.03125,0.028673835
560,542,554,268,286,274,0.0375,0.036900369,0.034296029,0.03358209,0.034965035,0.040145985
561,547,556,271,285,276,0.057040998,0.054844607,0.032374101,0.029520295,0.035087719,0.079710145
567,548,559,270,289,278,0.065255732,0.065693431,0.048300537,0.048148148,0.048442907,0.082733813
563,546,557,270,287,276,0.072824156,0.076923077,0.059245961,0.062962963,0.055749129,0.09057971
567,546,557,268,289,278,0.088183422,0.080586081,0.068222621,0.059701493,0.076124567,0.100719424
568,548,558,269,289,279,0.091549296,0.089416058,0.073476703,0.07063197,0.076124567,0.107526882
554,530,544,260,284,270,0.09566787,0.098113208,0.079044118,0.080769231,0.077464789,0.114814815
566,549,557,270,287,279,0.077738516,0.072859745,0.053859964,0.048148148,0.059233449,0.096774194
622,560,614,276,338,284,0.019292605,0.032142857,0.026058632,0.039855072,0.014792899,0.024647887
503,489,498,242,256,247,0.296222664,0.27607362,0.281124498,0.260330579,0.30078125,0.291497976
492,450,428,193,235,257,0.032520325,0.055555556,0.058411215,0.088082902,0.034042553,0.031128405
557,542,551,268,283,274,0.061041293,0.035055351,0.030852995,0.003731343,0.056537102,0.065693431
567,549,558,270,288,279,0.088183422,0.080145719,0.05734767,0.048148148,0.065972222,0.111111111
566,549,557,270,287,279,0.024734982,0.018214936,0.017953321,0.011111111,0.024390244,0.025089606
552,537,549,267,282,270,0.010869565,0.018621974,0.010928962,0.018726592,0.003546099,0.018518519
590,548,538,248,290,300,0.271186441,0.288321168,0.312267658,0.334677419,0.293103448,0.25
675,586,653,282,371,304,0.265185185,0.259385666,0.274119449,0.269503546,0.277628032,0.25
551,527,540,258,282,269,0.090744102,0.096774194,0.087037037,0.093023256,0.081560284,0.100371747
620,586,590,278,312,308,0.198387097,0.255972696,0.249152542,0.31294964,0.192307692,0.204545455
734,568,720,277,443,291,0.957765668,0.955985915,0.955555556,0.953068592,0.957110609,0.958762887
568,550,560,271,289,279,0.065140845,0.063636364,0.042857143,0.040590406,0.044982699,0.086021505
563,546,555,269,286,277,0.047957371,0.036630037,0.030630631,0.018587361,0.041958042,0.054151625
568,545,553,265,288,280,0.040492958,0.036697248,0.056057866,0.052830189,0.059027778,0.021428571
778,796,840,429,411,367,0.5218509,0.533919598,0.527380952,0.538461538,0.515815085,0.528610354
734,568,720,277,443,291,0.957765668,0.954225352,0.9625,0.960288809,0.963882619,0.948453608
569,551,560,271,289,280,0.024604569,0.01814882,0.021428571,0.014760148,0.027681661,0.021428571
665,625,608,284,324,341,0.469172932,0.4528,0.472039474,0.454225352,0.487654321,0.451612903
564,547,555,269,286,278,0.021276596,0.020109689,0.012612613,0.011152416,0.013986014,0.028776978
636,598,584,273,311,325,0.31918239,0.301003344,0.279109589,0.256410256,0.29903537,0.338461538
634,606,598,285,313,321,0.323343849,0.336633663,0.329431438,0.343859649,0.31629393,0.330218069
560,543,553,268,285,275,0.035714286,0.031307551,0.023508137,0.018656716,0.028070175,0.043636364
561,545,552,268,284,277,0.10516934,0.108256881,0.076086957,0.078358209,0.073943662,0.137184116
692,637,637,291,346,346,0.596820809,0.642072214,0.659340659,0.714776632,0.612716763,0.580924855
569,550,559,270,289,280,0.012302285,0.010909091,0.005366726,0.003703704,0.006920415,0.017857143
614,581,581,274,307,307,0.460912052,0.524956971,0.547332186,0.620437956,0.482084691,0.439739414
685,670,723,354,369,316,0.01459854,0.011940299,0.008298755,0.005649718,0.010840108,0.018987342
568,548,558,269,289,279,0.066901408,0.080291971,0.071684588,0.085501859,0.058823529,0.075268817
1107,993,1094,490,604,503,0.215898826,0.254783484,0.217550274,0.257142857,0.185430464,0.252485089
556,539,545,264,281,275,0.019784173,0.020408163,0.018348624,0.018939394,0.017793594,0.021818182
558,541,549,266,283,275,0.073476703,0.075785582,0.054644809,0.056390977,0.053003534,0.094545455
713,680,677,322,355,358,0.485273492,0.483823529,0.512555391,0.51242236,0.512676056,0.458100559
566,547,559,270,289,277,0.044169611,0.045703839,0.02862254,0.02962963,0.027681661,0.061371841
722,612,686,288,398,324,0.988919668,0.990196078,0.988338192,0.989583333,0.987437186,0.990740741
616,587,571,271,300,316,0.214285714,0.293015332,0.297723292,0.387453875,0.216666667,0.212025316
826,759,731,332,399,427,0.274818402,0.295125165,0.269493844,0.292168675,0.250626566,0.297423888
695,655,648,304,344,351,0.4,0.427480916,0.453703704,0.486842105,0.424418605,0.376068376
683,642,639,299,340,343,0.629575403,0.665109034,0.668231612,0.7090301,0.632352941,0.626822157
605,589,568,276,292,313,0.474380165,0.505942275,0.512323944,0.547101449,0.479452055,0.469648562
567,550,559,271,288,279,0.044091711,0.065454545,0.041144902,0.062730627,0.020833333,0.068100358
564,547,557,270,287,277,0.026595745,0.023765996,0.017953321,0.014814815,0.020905923,0.032490975
566,549,559,271,288,278,0.003533569,0.005464481,0.005366726,0.007380074,0.003472222,0.003597122
644,597,589,271,318,326,0.321428571,0.353433836,0.336162988,0.372693727,0.305031447,0.337423313
1043,960,1019,468,551,492,0.98274209,0.982291667,0.985279686,0.985042735,0.985480944,0.979674797
639,599,586,273,313,326,0.336463224,0.330550918,0.312286689,0.304029304,0.319488818,0.352760736
651,620,593,281,312,339,0.290322581,0.370967742,0.379426644,0.473309609,0.294871795,0.286135693
785,734,761,355,406,379,0.47133758,0.418256131,0.50065703,0.447887324,0.54679803,0.390501319
623,582,549,254,295,328,0.378812199,0.446735395,0.418943534,0.5,0.349152542,0.405487805
587,566,635,307,328,259,0.778534923,0.793286219,0.787401575,0.801302932,0.774390244,0.783783784
703,610,677,292,385,318,0.253200569,0.260655738,0.273264402,0.284246575,0.264935065,0.238993711
687,608,669,295,374,313,0.844250364,0.856907895,0.859491779,0.874576271,0.847593583,0.840255591
566,549,559,271,288,278,0.010600707,0.007285974,0.007155635,0.003690037,0.010416667,0.010791367
806,711,821,363,458,348,0.249379653,0.265822785,0.287454324,0.308539945,0.270742358,0.221264368
569,551,560,271,289,280,0.075571178,0.085299456,0.067857143,0.077490775,0.058823529,0.092857143
469,448,469,224,245,224,0.200426439,0.200892857,0.179104478,0.178571429,0.179591837,0.223214286
730,689,695,327,368,362,0.568493151,0.561683599,0.592805755,0.587155963,0.597826087,0.538674033
564,546,554,268,286,278,0.015957447,0.018315018,0.016245487,0.018656716,0.013986014,0.017985612
568,548,586,283,303,265,0.445422535,0.452554745,0.486348123,0.494699647,0.478547855,0.40754717
866,789,867,395,472,394,0.840646651,0.839036755,0.837370242,0.835443038,0.838983051,0.842639594
782,683,789,345,444,338,0.047314578,0.060029283,0.060836502,0.075362319,0.04954955,0.044378698
688,602,670,292,378,310,0.347383721,0.333887043,0.355223881,0.342465753,0.365079365,0.325806452
702,628,688,307,381,321,0.856125356,0.891719745,0.864825581,0.90228013,0.834645669,0.881619938
984,878,916,405,511,473,0.994918699,0.990888383,0.992358079,0.987654321,0.996086106,0.993657505
1354,1192,1318,578,740,614,0.281388479,0.276845638,0.252655539,0.243944637,0.259459459,0.30781759
665,635,616,293,323,342,0.278195489,0.407874016,0.402597403,0.549488055,0.269349845,0.286549708
747,726,781,380,401,346,0.429718876,0.44214876,0.43021767,0.442105263,0.418952618,0.442196532
828,755,705,316,389,439,0.971014493,0.966887417,0.964539007,0.958860759,0.969151671,0.972665148
635,594,595,277,318,317,0.634645669,0.614478114,0.645378151,0.624548736,0.663522013,0.605678233
617,573,574,265,309,308,0.259319287,0.260034904,0.277003484,0.279245283,0.275080906,0.243506494
559,538,551,265,286,273,0.019677996,0.014869888,0.016333938,0.011320755,0.020979021,0.018315018
552,546,596,295,301,251,0.565217391,0.58974359,0.570469799,0.593220339,0.548172757,0.585657371
622,547,621,273,348,274,0.557877814,0.548446069,0.558776167,0.549450549,0.566091954,0.547445255
699,608,693,301,392,307,0.852646638,0.827302632,0.844155844,0.817275748,0.864795918,0.83713355
638,774,850,493,357,281,0.648902821,0.749354005,0.755294118,0.819472617,0.666666667,0.62633452
1321,1271,1338,644,694,627,0.756245269,0.756884343,0.752615845,0.75310559,0.752161383,0.76076555
658,625,631,299,332,326,0.247720365,0.2288,0.247226624,0.227424749,0.265060241,0.23006135
1148,1110,1120,541,579,569,0.006968641,0.008108108,0.009821429,0.011090573,0.008635579,0.005272408
798,726,706,317,389,409,0.987468672,0.982093664,0.978753541,0.971608833,0.984575835,0.990220049
696,649,659,306,353,343,0.439655172,0.505392912,0.525037936,0.60130719,0.458923513,0.419825073
938,877,919,429,490,448,0.986140725,0.992018244,0.982589771,0.988344988,0.97755102,0.995535714
627,616,631,310,321,306,0.870813397,0.892857143,0.868462758,0.890322581,0.847352025,0.895424837
722,699,787,382,405,317,0.775623269,0.811158798,0.783989835,0.816753927,0.75308642,0.804416404
804,745,805,373,432,372,0.715174129,0.708724832,0.704347826,0.697050938,0.710648148,0.720430108
967,864,929,413,516,451,0.190279214,0.203703704,0.167922497,0.179176755,0.158914729,0.22616408
1049,1011,1028,495,533,516,0.476644423,0.473788328,0.458171206,0.454545455,0.461538462,0.492248062
1059,940,983,432,551,508,0.257790368,0.246808511,0.267548321,0.256944444,0.275862069,0.238188976
519,867,854,601,253,266,0.691714836,0.785467128,0.789227166,0.828618968,0.695652174,0.687969925
1076,1036,1060,510,550,526,0.402416357,0.411196911,0.397169811,0.405882353,0.389090909,0.41634981
1059,940,983,432,551,508,0.248347498,0.262765957,0.270600203,0.289351852,0.255898367,0.24015748
1481,1326,1435,640,795,686,0.640783255,0.660633484,0.654355401,0.6765625,0.636477987,0.645772595
695,655,652,306,346,349,0.214388489,0.201526718,0.234662577,0.222222222,0.24566474,0.183381089
738,696,722,340,382,356,0.350948509,0.336206897,0.397506925,0.385294118,0.408376963,0.289325843
1356,1269,1379,646,733,623,0.080383481,0.070921986,0.076142132,0.066563467,0.084583902,0.075441413
641,619,606,292,314,327,0.372854914,0.462035541,0.47029703,0.568493151,0.378980892,0.366972477
1031,899,1040,454,586,445,0.782735209,0.760845384,0.760576923,0.735682819,0.779863481,0.786516854
861,780,907,413,494,367,0.701509872,0.674358974,0.676957001,0.648910412,0.700404858,0.702997275
797,700,811,357,454,343,0.230865747,0.221428571,0.218249075,0.207282913,0.226872247,0.236151603
854,818,880,422,458,396,0.710772834,0.710268949,0.697727273,0.696682464,0.698689956,0.724747475
909,859,966,458,508,401,0.249724972,0.277066356,0.288819876,0.316593886,0.263779528,0.2319202
846,834,822,405,417,429,0.124113475,0.128297362,0.116788321,0.120987654,0.112709832,0.135198135
1149,1103,1162,558,604,545,0.744995648,0.745240254,0.743545611,0.743727599,0.743377483,0.746788991
1037,894,987,422,565,472,0.18997107,0.182326622,0.174265451,0.163507109,0.182300885,0.199152542
1092,961,1115,492,623,469,0.271062271,0.284079084,0.289686099,0.304878049,0.277688604,0.262260128
1040,965,1061,493,568,472,0.731730769,0.717098446,0.737983035,0.724137931,0.75,0.709745763
1404,1362,1418,688,730,674,0.634615385,0.646108664,0.659379408,0.671511628,0.647945205,0.620178042
684,610,682,304,378,306,0.73245614,0.754098361,0.752199413,0.776315789,0.732804233,0.732026144
1092,961,1115,492,623,469,0.388278388,0.415192508,0.429596413,0.461382114,0.404494382,0.36673774
698,655,677,317,360,338,0.411174785,0.419847328,0.431314623,0.441640379,0.422222222,0.399408284
1512,1348,1522,679,843,669,0.095899471,0.087537092,0.091327201,0.082474227,0.098457888,0.092675635
1154,1020,1152,509,643,511,0.256499133,0.296078431,0.276041667,0.31827112,0.242612753,0.273972603
1137,1090,1153,553,600,537,0.617414248,0.644036697,0.640069384,0.667269439,0.615,0.620111732
1197,1053,1206,531,675,522,0.242272348,0.242165242,0.224709784,0.222222222,0.226666667,0.262452107
1287,1096,1263,536,727,560,0.296814297,0.269160584,0.277909739,0.246268657,0.301237964,0.291071429
896,801,851,378,473,423,0.508928571,0.538077403,0.518213866,0.55026455,0.492600423,0.527186761
1025,908,999,441,558,467,0.989268293,0.984581498,0.986986987,0.98185941,0.991039427,0.987152034
1617,1375,1594,676,918,699,0.036487322,0.038545455,0.036386449,0.038461538,0.034858388,0.038626609
267,479,482,347,135,132,0.172284644,0.467640919,0.497925311,0.602305476,0.22962963,0.113636364
1171,999,1188,508,680,491,0.961571307,0.967967968,0.968855219,0.976377953,0.963235294,0.959266802
1393,1304,1305,608,697,696,0.497487437,0.525306748,0.502681992,0.532894737,0.476327116,0.518678161
1400,1266,1432,649,783,617,0.587857143,0.578988942,0.582402235,0.573189522,0.590038314,0.585089141
1423,1324,1371,636,735,688,0.806746311,0.817975831,0.795769511,0.806603774,0.786394558,0.828488372
593,570,621,299,322,271,0.276559865,0.287719298,0.286634461,0.297658863,0.276397516,0.276752768
555,717,752,457,295,260,0.963963964,0.966527197,0.968085106,0.969365427,0.966101695,0.961538462
1655,1483,1618,723,895,760,0.160120846,0.169251517,0.159456119,0.168741355,0.151955307,0.169736842
1442,1386,1468,706,762,680,0.8370319,0.836219336,0.835149864,0.83427762,0.835958005,0.838235294
649,741,766,429,337,312,0.969183359,0.968960864,0.96997389,0.96969697,0.970326409,0.967948718
1493,1336,1467,655,812,681,0.575351641,0.601047904,0.608043626,0.638167939,0.583743842,0.565345081
1519,1418,1529,714,815,704,0.978275181,0.976022567,0.975801177,0.973389356,0.97791411,0.978693182
1333,1300,1703,835,868,465,0.703675919,0.663846154,0.699354081,0.668263473,0.729262673,0.655913978
1426,1299,1487,680,807,619,0.267882188,0.224018476,0.248150639,0.204411765,0.285006196,0.245557351
1629,1430,1653,727,926,703,0.220380602,0.226573427,0.224440411,0.231086657,0.219222462,0.221906117
477,647,642,406,236,241,0.1278826,0.292117465,0.31152648,0.403940887,0.152542373,0.10373444
1524,1454,1494,712,782,742,0.961942257,0.961485557,0.961178046,0.960674157,0.961636829,0.962264151
1300,1149,1337,593,744,556,0.54,0.550043516,0.526551982,0.534569983,0.52016129,0.566546763
2112,1933,2169,995,1174,938,0.00094697,0.001551992,0.001383126,0.00201005,0.000851789,0.001066098
1432,1292,1394,627,767,665,0.833798883,0.811145511,0.830703013,0.807017544,0.850065189,0.815037594
1325,1191,1354,610,744,581,0.634716981,0.6263644,0.640324963,0.632786885,0.646505376,0.619621343
1767,1688,1723,822,901,866,0.049801924,0.046800948,0.060940221,0.058394161,0.063263041,0.035796767
1726,1569,1677,760,917,809,0.259559676,0.264499681,0.276088253,0.282894737,0.27044711,0.247218789
1679,1483,1678,741,937,742,0.200119119,0.203641268,0.194278903,0.197031039,0.192102455,0.210242588
1966,1735,1933,851,1082,884,0.035096643,0.038040346,0.03569581,0.038777908,0.033271719,0.037330317
1468,1318,1420,635,785,683,0.897820163,0.882397572,0.899295775,0.883464567,0.912101911,0.881405564
1185,1057,1194,533,661,524,0.637974684,0.634815516,0.654103853,0.652908068,0.655068079,0.616412214
1058,1020,1074,518,556,502,0.435727788,0.458823529,0.444134078,0.467181467,0.422661871,0.450199203
601,549,630,289,341,260,0.404326123,0.386156648,0.404761905,0.387543253,0.419354839,0.384615385
2257,1970,2215,964,1251,1006,0.906956136,0.925888325,0.906997743,0.926348548,0.892086331,0.925447316
1941,1639,1938,818,1120,821,0.719216899,0.729103112,0.722910217,0.733496333,0.715178571,0.724725944
2730,2546,2838,1327,1511,1219,0.988278388,0.990573449,0.988724454,0.990957046,0.986763733,0.990155865
1249,1192,1397,670,727,522,0.710168135,0.715604027,0.720114531,0.725373134,0.715268226,0.703065134
1523,1412,1655,772,883,640,0.739330269,0.733711048,0.725075529,0.718911917,0.730464326,0.7515625
1609,1452,1499,671,828,781,0.880671224,0.893939394,0.866577718,0.87928465,0.856280193,0.90653009
1700,1508,1680,744,936,764,0.323529412,0.317639257,0.306547619,0.298387097,0.313034188,0.336387435
1468,1316,1414,631,783,685,0.449591281,0.465045593,0.471004243,0.489698891,0.455938697,0.442335766
1949,1836,1837,862,975,974,0.525910723,0.540849673,0.532389766,0.548723898,0.517948718,0.533880903
1417,1278,1437,649,788,629,0.671136203,0.67057903,0.679192763,0.679506934,0.67893401,0.66136725
1782,1729,2125,1036,1089,693,0.751964085,0.716020821,0.730352941,0.69980695,0.759412305,0.74025974
1519,1419,1530,715,815,704,0.953917051,0.946441156,0.946405229,0.938461538,0.953374233,0.954545455
2275,1989,2234,974,1260,1015,0.683956044,0.687782805,0.675022381,0.67761807,0.673015873,0.697536946
3171,3023,3180,1516,1664,1507,0.020813623,0.018524644,0.02327044,0.021108179,0.025240385,0.01592568
2017,1788,2107,939,1168,849,0.249876054,0.254474273,0.252966303,0.25772098,0.249143836,0.250883392
2263,2109,2254,1050,1204,1059,0.557666814,0.569938359,0.559006211,0.571428571,0.548172757,0.568460812
2689,2588,2785,1342,1443,1246,0.149497955,0.147217929,0.136086176,0.13338301,0.138600139,0.16211878
3045,2542,3071,1284,1787,1258,0.358949097,0.337529504,0.359166395,0.338006231,0.374370453,0.337042925
2411,2007,2354,975,1379,1032,0.600165906,0.59840558,0.600679694,0.598974359,0.601885424,0.597868217
1899,1930,2005,1018,987,912,0.473933649,0.465284974,0.446882793,0.439096267,0.45491388,0.494517544
2206,1982,2262,1019,1243,963,0.395738894,0.428859738,0.397435897,0.42983317,0.370876911,0.427829699
3086,2661,3139,1357,1782,1304,0.042449773,0.05787298,0.051927365,0.06853353,0.039281706,0.046779141
2902,2798,3288,1592,1696,1206,0.810475534,0.82880629,0.819038929,0.835427136,0.80365566,0.820066335
2708,2466,2684,1221,1463,1245,0.194608567,0.197080292,0.202309985,0.205569206,0.199589884,0.18875502
2932,2748,2834,1325,1509,1423,0.11834925,0.112081514,0.121736062,0.115471698,0.127236581,0.108924807
3634,3632,4376,2187,2189,1445,0.018161805,0.01404185,0.015310786,0.011888432,0.018730014,0.017301038
2587,2442,2675,1265,1410,1177,0.084267491,0.08026208,0.086728972,0.083003953,0.090070922,0.077315208
2737,2428,2633,1162,1471,1266,0.482645232,0.502883031,0.493733384,0.516351119,0.475866757,0.490521327
2256,1976,2202,961,1241,1015,0.887411348,0.901821862,0.887375114,0.902185224,0.875906527,0.901477833
2200,1851,2259,955,1304,896,0.324090909,0.372771475,0.344842851,0.395811518,0.307515337,0.348214286
4088,3460,4034,1703,2331,1757,0.723336595,0.731791908,0.70872583,0.714621257,0.704418704,0.748434832
2259,2038,2263,1021,1242,1017,0.274457725,0.286555447,0.266902342,0.278158668,0.257648953,0.294985251
4005,4030,4677,2351,2326,1679,0.039450687,0.026054591,0.036134274,0.024670353,0.04772141,0.027992853
3057,2869,3016,1414,1602,1455,0.309780831,0.308818404,0.294098143,0.292079208,0.29588015,0.325085911
2707,2465,2808,1283,1525,1182,0.324344293,0.301419878,0.318019943,0.295401403,0.33704918,0.307952623
2699,2513,2796,1305,1491,1208,0.235642831,0.262236371,0.260014306,0.287356322,0.236083166,0.235099338
7574,6905,6957,3144,3813,3761,0.001716398,0.001593049,0.002299842,0.002226463,0.002360346,0.001063547
3003,2625,3010,1316,1694,1309,0.316017316,0.310095238,0.312624585,0.306231003,0.317591499,0.313980138
3505,3219,3488,1601,1887,1618,0.927817404,0.926374651,0.92087156,0.91880075,0.922628511,0.933868974
4623,4035,4530,1971,2559,2064,0.609560891,0.598513011,0.601103753,0.588533739,0.610785463,0.608042636
4318,4120,4510,2156,2354,1964,0.439092172,0.456553398,0.440576497,0.457328386,0.425233645,0.455702648
2482,2172,2486,1088,1398,1084,0.452054795,0.425414365,0.442477876,0.414522059,0.464234621,0.436346863
2578,2344,2566,1166,1400,1178,0.275407292,0.259385666,0.266562744,0.249571184,0.280714286,0.26910017
3736,3313,3801,1689,2112,1624,0.042291221,0.043766979,0.043409629,0.04499704,0.042140152,0.042487685
2860,2595,2977,1356,1621,1239,0.291608392,0.288631985,0.308028216,0.306784661,0.309068476,0.268765133
7555,6377,7612,3217,4395,3160,0.023031105,0.023522032,0.021019443,0.021137706,0.020932878,0.025949367
5123,4531,5224,2316,2908,2215,0.101503026,0.099536526,0.1012634,0.099309154,0.102819807,0.099774266
2344,2099,2319,1037,1282,1062,0.925767918,0.930443068,0.930142303,0.93539055,0.925897036,0.925612053
6180,5472,6140,2716,3424,2756,0.089805825,0.107090643,0.100162866,0.11892489,0.085280374,0.095428157
